发生时间,开关机状态,加热中,保温中,实际温度,热水量,水流量,加热剩余时间
20211105201005,开,开,关,47°C,50%,40,3分钟
20211105201009,开,开,关,47°C,50%,41,3分钟
20211105201011,开,开,关,47°C,50%,42,3分钟
20211105201013,开,开,关,47°C,50%,40,3分钟
20211105201015,开,开,关,47°C,50%,41,3分钟
20211105201017,开,开,关,47°C,50%,35,3分钟
20211105201023,开,开,关,47°C,50%,31,3分钟
20211105201029,开,开,关,47°C,50%,31,2分钟
20211105201031,开,开,关,47°C,50%,30,2分钟
20211105201033,开,开,关,47°C,50%,31,2分钟
20211105201035,开,开,关,47°C,50%,30,2分钟
20211105201051,开,开,关,47°C,50%,31,2分钟
20211105201053,开,开,关,47°C,50%,30,2分钟
20211105201057,开,开,关,47°C,50%,31,2分钟
20211105201059,开,开,关,47°C,50%,32,2分钟
20211105201101,开,开,关,47°C,50%,30,2分钟
20211105201103,开,开,关,47°C,50%,31,2分钟
20211105201105,开,开,关,47°C,50%,28,2分钟
20211105201117,开,开,关,47°C,50%,27,2分钟
20211105201119,开,开,关,47°C,50%,28,2分钟
20211105201121,开,开,关,47°C,50%,27,2分钟
20211105201126,开,开,关,47°C,50%,26,2分钟
20211105201131,开,开,关,47°C,50%,25,1分钟
20211105201135,开,开,关,47°C,50%,26,1分钟
20211105201137,开,开,关,47°C,50%,25,1分钟
20211105201140,开,开,关,47°C,50%,33,1分钟
20211105201148,开,开,关,47°C,50%,32,1分钟
20211105201150,开,开,关,47°C,50%,33,1分钟
20211105201152,开,开,关,47°C,50%,31,1分钟
20211105201156,开,开,关,47°C,50%,27,1分钟
20211105201158,开,开,关,47°C,50%,26,1分钟
20211105201200,开,开,关,47°C,50%,27,1分钟
20211105201202,开,开,关,47°C,50%,26,1分钟
20211105201204,开,开,关,47°C,50%,27,1分钟
20211105201206,开,开,关,47°C,50%,26,1分钟
20211105201214,开,开,关,47°C,50%,27,1分钟
20211105201216,开,开,关,47°C,50%,26,1分钟
20211105201224,开,开,关,47°C,50%,27,1分钟
20211105201226,开,开,关,47°C,50%,26,0分钟
20211105201232,开,开,关,47°C,50%,27,0分钟
20211105201236,开,开,关,47°C,50%,26,0分钟
20211105201238,开,开,关,47°C,50%,27,0分钟
20211105201240,开,开,关,47°C,50%,26,0分钟
20211105201246,开,开,关,47°C,50%,27,0分钟
20211105201248,开,开,关,47°C,50%,26,0分钟
20211105201252,开,开,关,47°C,50%,27,0分钟
20211105201254,开,开,关,47°C,50%,26,0分钟
20211105201258,开,开,关,47°C,50%,27,0分钟
20211105201300,开,开,关,47°C,50%,26,0分钟
20211105201308,开,开,关,47°C,50%,27,0分钟
20211105201310,开,开,关,47°C,50%,26,0分钟
20211105201314,开,开,关,47°C,50%,27,5分钟
20211105201316,开,开,关,46°C,50%,18,5分钟
20211105201318,开,开,关,46°C,50%,20,4分钟
20211105201320,开,开,关,46°C,50%,28,4分钟
20211105201322,开,开,关,47°C,50%,27,4分钟
20211105201324,开,开,关,47°C,50%,20,4分钟
20211105201327,开,开,关,47°C,50%,25,4分钟
20211105201328,开,开,关,47°C,50%,22,4分钟
20211105201333,开,开,关,47°C,50%,20,5分钟
20211105201339,开,开,关,46°C,50%,21,5分钟
20211105201347,开,开,关,46°C,50%,26,5分钟
20211105201351,开,开,关,46°C,50%,27,4分钟
20211105201353,开,开,关,47°C,50%,27,4分钟
20211105201357,开,开,关,47°C,50%,27,5分钟
20211105202105,开,开,关,46°C,50%,26,5分钟
20211105202107,开,开,关,46°C,50%,25,5分钟
20211105202109,开,开,关,46°C,50%,26,5分钟
20211105202117,开,开,关,46°C,50%,27,5分钟
20211105202123,开,开,关,46°C,50%,23,5分钟
20211105202125,开,开,关,46°C,50%,22,5分钟
20211105202127,开,开,关,46°C,50%,23,5分钟
20211105202129,开,开,关,46°C,50%,27,5分钟
20211105202131,开,开,关,46°C,50%,25,5分钟
20211105202135,开,开,关,46°C,50%,26,5分钟
20211105202137,开,开,关,46°C,50%,25,4分钟
20211105202139,开,开,关,46°C,50%,26,4分钟
20211105202149,开,开,关,46°C,50%,27,4分钟
20211105202153,开,开,关,46°C,50%,22,4分钟
20211105202155,开,开,关,46°C,50%,25,4分钟
20211105202159,开,开,关,46°C,50%,23,4分钟
20211105201503,开,开,关,46°C,50%,26,4分钟
20211105201505,开,开,关,46°C,50%,28,4分钟
20211105201508,开,开,关,46°C,50%,27,4分钟
20211105201509,开,关,开,46°C,100%,0,0分钟
20211105202045,开,关,开,46°C,50%,0,0分钟
20211105202151,开,开,关,45°C,50%,0,7分钟
20211105202152,开,开,关,45°C,50%,0,5分钟
20211105202353,开,开,关,45°C,50%,0,4分钟
20211105202642,开,开,关,45°C,50%,0,3分钟
20211105202719,开,开,关,46°C,50%,0,4分钟
20211105202735,开,开,关,47°C,50%,0,4分钟
20211105202835,开,开,关,47°C,50%,0,3分钟
20211105202837,开,开,关,47°C,50%,0,2分钟
20211105202914,开,开,关,48°C,50%,0,2分钟
20211105202940,开,开,关,49°C,50%,0,1分钟
20211105202950,开,开,关,49°C,50%,0,0分钟
20211105202952,开,关,开,50°C,100%,0,0分钟
20211105203334,开,关,开,50°C,50%,0,0分钟
20211105203346,开,关,开,51°C,50%,0,0分钟
20211105203411,开,关,开,50°C,50%,0,0分钟
20211105203429,开,关,开,51°C,50%,0,0分钟
20211105203511,开,关,开,50°C,50%,0,0分钟
20211105203517,开,关,开,51°C,50%,0,0分钟
20211105203624,开,关,开,50°C,50%,0,0分钟
20211105203630,开,关,开,51°C,50%,0,0分钟
20211105203648,开,关,开,50°C,50%,0,0分钟
20211105203650,开,关,开,50°C,50%,8,0分钟
20211105213542,开,关,开,50°C,50%,0,0分钟
20211105213546,开,开,关,50°C,50%,47,0分钟
20211105213550,开,开,关,50°C,50%,46,0分钟
20211105213552,开,开,关,50°C,50%,48,0分钟
20211105213601,开,开,关,50°C,50%,47,0分钟
20211105213603,开,开,关,50°C,50%,48,0分钟
20211105213613,开,开,关,50°C,50%,47,0分钟
20211105213615,开,开,关,50°C,50%,48,0分钟
20211105213627,开,开,关,50°C,50%,47,0分钟
20211105213631,开,开,关,50°C,50%,48,0分钟
20211105213637,开,开,关,50°C,50%,47,0分钟
20211105213641,开,开,关,50°C,50%,48,0分钟
20211105213645,开,开,关,50°C,50%,47,0分钟
20211105213647,开,开,关,50°C,50%,48,0分钟
20211105213649,开,开,关,50°C,50%,47,0分钟
20211105213651,开,开,关,50°C,50%,38,0分钟
20211105213653,开,开,关,50°C,50%,35,0分钟
20211105213655,开,开,关,50°C,50%,23,0分钟
20211105213659,开,开,关,50°C,50%,25,0分钟
20211105213701,开,开,关,50°C,50%,23,0分钟
20211105213703,开,开,关,50°C,50%,25,0分钟
20211105213705,开,开,关,50°C,50%,23,0分钟
20211105213707,开,开,关,50°C,50%,25,0分钟
20211105213709,开,开,关,50°C,50%,23,0分钟
20211105213711,开,开,关,50°C,50%,25,0分钟
20211105213715,开,开,关,50°C,50%,23,0分钟
20211105213717,开,开,关,50°C,50%,25,0分钟
20211105213723,开,开,关,49°C,50%,25,1分钟
20211105213729,开,开,关,50°C,50%,23,0分钟
20211105213731,开,开,关,50°C,50%,25,0分钟
20211105213735,开,开,关,50°C,50%,23,0分钟
20211105213741,开,开,关,49°C,50%,25,1分钟
20211105213748,开,开,关,50°C,50%,25,0分钟
20211105213752,开,开,关,49°C,50%,25,1分钟
20211105213754,开,开,关,49°C,50%,23,1分钟
20211105213758,开,开,关,49°C,50%,25,1分钟
20211105213800,开,开,关,49°C,50%,23,1分钟
20211105213804,开,开,关,49°C,50%,25,1分钟
20211105213808,开,开,关,49°C,50%,23,1分钟
20211105213810,开,开,关,49°C,50%,25,1分钟
20211105213812,开,开,关,49°C,50%,23,1分钟
20211105213814,开,开,关,49°C,50%,25,1分钟
20211105213828,开,开,关,49°C,50%,25,0分钟
20211105213830,开,开,关,49°C,50%,26,0分钟
20211105213832,开,开,关,49°C,50%,20,0分钟
20211105213838,开,开,关,49°C,50%,21,0分钟
20211105213840,开,开,关,49°C,50%,23,0分钟
20211105213846,开,开,关,49°C,50%,22,0分钟
20211105213848,开,开,关,49°C,50%,21,0分钟
20211105213856,开,开,关,49°C,50%,22,0分钟
20211105213858,开,开,关,49°C,50%,25,0分钟
20211105213904,开,开,关,49°C,50%,26,0分钟
20211105213906,开,开,关,49°C,50%,26,0分钟
20211105213910,开,开,关,49°C,50%,27,0分钟
20211105213912,开,开,关,49°C,50%,26,0分钟
20211105213925,开,关,开,50°C,50%,0,0分钟
20211105213949,开,关,开,48°C,50%,0,0分钟
20211105213955,开,关,开,50°C,50%,0,0分钟
20211105214047,开,关,开,48°C,50%,0,0分钟
20211105214049,开,开,关,48°C,50%,22,2分钟
20211105214051,开,开,关,48°C,50%,27,2分钟
20211105214057,开,开,关,48°C,50%,28,2分钟
20211105214059,开,开,关,48°C,50%,27,2分钟
20211105214138,开,开,关,48°C,50%,20,2分钟
20211105214140,开,开,关,48°C,50%,21,2分钟
20211105214144,开,开,关,48°C,50%,21,1分钟
20211105214150,开,开,关,48°C,50%,20,1分钟
20211105214152,开,开,关,48°C,50%,21,1分钟
20211105214158,开,开,关,48°C,50%,20,1分钟
20211105214200,开,开,关,48°C,50%,21,1分钟
20211105214202,开,开,关,48°C,50%,20,1分钟
20211105214206,开,开,关,48°C,50%,20,4分钟
20211105214210,开,开,关,47°C,50%,20,4分钟
20211105214212,开,开,关,47°C,50%,21,4分钟
20211105214214,开,开,关,47°C,50%,20,4分钟
20211105214218,开,开,关,47°C,50%,21,4分钟
20211105214220,开,开,关,47°C,50%,20,3分钟
20211105214226,开,开,关,47°C,50%,21,3分钟
20211105214228,开,开,关,47°C,50%,20,3分钟
20211105214232,开,开,关,47°C,50%,21,3分钟
20211105214236,开,开,关,47°C,50%,20,3分钟
20211105214240,开,开,关,47°C,50%,21,3分钟
20211105214244,开,开,关,47°C,50%,20,3分钟
20211105214250,开,开,关,47°C,50%,21,3分钟
20211105214252,开,开,关,47°C,50%,20,3分钟
20211105214259,开,开,关,47°C,50%,21,3分钟
20211105214304,开,开,关,47°C,50%,20,3分钟
20211105214309,开,开,关,47°C,50%,21,3分钟
20211105214319,开,开,关,47°C,50%,20,3分钟
20211105214323,开,开,关,47°C,50%,20,2分钟
20211105214329,开,开,关,47°C,50%,21,2分钟
20211105214333,开,开,关,47°C,50%,20,2分钟
20211105214337,开,开,关,47°C,50%,21,2分钟
20211105214351,开,开,关,47°C,50%,20,2分钟
20211105214355,开,开,关,47°C,50%,20,5分钟
20211105214413,开,开,关,46°C,50%,20,5分钟
20211105214415,开,开,关,46°C,50%,21,5分钟
20211105214417,开,开,关,46°C,50%,20,5分钟
20211105214419,开,开,关,46°C,50%,21,5分钟
20211105214427,开,开,关,46°C,50%,20,5分钟
20211105214429,开,开,关,46°C,50%,21,5分钟
20211105214431,开,开,关,46°C,50%,20,5分钟
20211105214433,开,开,关,46°C,50%,21,5分钟
20211105214448,开,开,关,46°C,50%,20,4分钟
20211105214450,开,开,关,46°C,50%,18,4分钟
20211105214502,开,开,关,46°C,50%,20,4分钟
20211105214504,开,开,关,46°C,50%,21,4分钟
20211105214508,开,开,关,46°C,50%,20,7分钟
20211105214510,开,开,关,45°C,50%,20,7分钟
20211105214518,开,开,关,45°C,50%,20,6分钟
20211105214520,开,开,关,45°C,50%,21,6分钟
20211105214528,开,开,关,45°C,50%,20,6分钟
20211105214530,开,开,关,45°C,50%,18,6分钟
20211105214532,开,开,关,45°C,50%,20,6分钟
20211105214536,开,开,关,45°C,50%,21,6分钟
20211105214540,开,开,关,45°C,50%,20,6分钟
20211105214544,开,开,关,45°C,50%,0,8分钟
20211105214612,开,开,关,44°C,50%,0,8分钟
20211105214635,开,开,关,44°C,50%,0,7分钟
20211105214639,开,开,关,44°C,50%,0,9分钟
20211105214641,开,开,关,43°C,50%,0,9分钟
20211105214645,开,开,关,43°C,50%,0,8分钟
20211105214647,开,开,关,44°C,50%,0,8分钟
20211105214651,开,开,关,44°C,50%,0,9分钟
20211105214746,开,开,关,43°C,50%,0,11分钟
20211105214804,开,开,关,42°C,50%,0,11分钟
20211105214904,开,开,关,42°C,50%,0,10分钟
20211105215007,开,开,关,42°C,50%,0,9分钟
20211105215037,开,开,关,42°C,50%,0,8分钟
20211105215041,开,开,关,42°C,50%,0,9分钟
20211105215132,开,开,关,43°C,50%,0,9分钟
20211105215136,开,开,关,43°C,50%,0,8分钟
20211105215204,开,开,关,44°C,50%,0,8分钟
20211105215230,开,开,关,44°C,50%,0,7分钟
20211105215232,开,开,关,45°C,50%,0,7分钟
20211105215236,开,开,关,45°C,50%,0,8分钟
20211105215238,开,开,关,44°C,50%,0,8分钟
20211105215242,开,开,关,44°C,50%,0,7分钟
20211105215244,开,开,关,45°C,50%,0,7分钟
20211105215308,开,开,关,45°C,50%,0,6分钟
20211105215313,开,开,关,45°C,50%,0,5分钟
20211105215351,开,开,关,46°C,50%,0,5分钟
20211105215407,开,开,关,46°C,50%,0,4分钟
20211105215415,开,开,关,47°C,50%,0,4分钟
20211105215419,开,开,关,47°C,50%,0,5分钟
20211105215421,开,开,关,46°C,50%,0,5分钟
20211105215425,开,开,关,46°C,50%,0,4分钟
20211105215437,开,开,关,47°C,50%,0,4分钟
20211105215510,开,开,关,47°C,50%,0,3分钟
20211105215514,开,开,关,47°C,50%,0,2分钟
20211105215516,开,开,关,48°C,50%,0,2分钟
20211105215520,开,开,关,48°C,50%,0,4分钟
20211105215522,开,开,关,47°C,50%,0,4分钟
20211105215526,开,开,关,47°C,50%,0,2分钟
20211105215558,开,开,关,48°C,50%,0,2分钟
20211105215602,开,开,关,48°C,50%,0,1分钟
20211105215624,开,开,关,49°C,50%,0,1分钟
20211105215641,开,开,关,49°C,50%,0,0分钟
20211105215643,开,关,开,50°C,100%,0,0分钟
20211105215924,开,关,开,50°C,50%,0,0分钟
20211105220659,开,关,开,51°C,50%,0,0分钟
20211105220705,开,关,开,50°C,50%,0,0分钟
20211105220723,开,关,开,51°C,50%,0,0分钟
20211105220735,开,关,开,50°C,50%,0,0分钟
20211105220759,开,关,开,51°C,50%,0,0分钟
20211105220811,开,关,开,50°C,50%,0,0分钟
20211105220830,开,关,开,51°C,50%,0,0分钟
20211105221000,开,关,开,50°C,50%,0,0分钟
20211105221006,开,关,开,51°C,50%,0,0分钟
20211105221101,开,关,开,50°C,50%,0,0分钟
20211105221107,开,关,开,51°C,50%,0,0分钟
20211105223942,开,关,开,50°C,50%,0,0分钟
20211106011316,开,关,开,50°C,50%,0,0分钟
20211106011328,开,关,开,50°C,50%,0,0分钟
20211106011334,开,关,开,49°C,50%,0,0分钟
20211106011505,开,关,开,50°C,50%,0,0分钟
20211106011511,开,关,开,49°C,50%,0,0分钟
20211106011547,开,关,开,50°C,50%,0,0分钟
20211106011554,开,关,开,49°C,50%,0,0分钟
20211106011718,开,关,开,50°C,50%,0,0分钟
20211106011724,开,关,开,49°C,50%,0,0分钟
20211106011801,开,关,开,50°C,50%,0,0分钟
20211106011901,开,关,开,49°C,50%,0,0分钟
20211106011907,开,关,开,49°C,50%,0,0分钟
20211106011915,开,关,开,50°C,50%,0,0分钟
20211106011920,开,关,开,49°C,50%,0,0分钟
20211106011950,开,关,开,50°C,50%,0,0分钟
20211106011956,开,关,开,49°C,50%,0,0分钟
20211106012008,开,关,开,50°C,50%,0,0分钟
20211106012021,开,关,开,49°C,50%,0,0分钟
20211106012026,开,关,开,50°C,50%,0,0分钟
20211106012032,开,关,开,49°C,50%,0,0分钟
20211106012038,开,关,开,50°C,50%,0,0分钟
20211106012056,开,关,开,49°C,50%,0,0分钟
20211106012109,开,关,开,50°C,50%,0,0分钟
20211106012115,开,关,开,49°C,50%,0,0分钟
20211106012139,开,关,开,50°C,50%,0,0分钟
20211106012151,开,关,开,49°C,50%,0,0分钟
20211106012157,开,关,开,50°C,50%,0,0分钟
20211106012203,开,关,开,49°C,50%,0,0分钟
20211106012209,开,关,开,50°C,50%,0,0分钟
20211106012227,开,关,开,49°C,50%,0,0分钟
20211106012240,开,关,开,50°C,50%,0,0分钟
20211106012246,开,关,开,49°C,50%,0,0分钟
20211106012258,开,关,开,50°C,50%,0,0分钟
20211106012304,开,关,开,49°C,50%,0,0分钟
20211106012310,开,关,开,50°C,50%,0,0分钟
20211106012322,开,关,开,49°C,50%,0,0分钟
20211106012346,开,关,开,50°C,50%,0,0分钟
20211106012352,开,关,开,49°C,50%,0,0分钟
20211106012358,开,关,开,50°C,50%,0,0分钟
20211106012404,开,关,开,49°C,50%,0,0分钟
20211106012410,开,关,开,50°C,50%,0,0分钟
20211106012416,开,关,开,49°C,50%,0,0分钟
20211106012435,开,关,开,50°C,50%,0,0分钟
20211106012505,开,关,开,49°C,50%,0,0分钟
20211106012511,开,关,开,50°C,50%,0,0分钟
20211106012529,开,关,开,49°C,50%,0,0分钟
20211106012535,开,关,开,50°C,50%,0,0分钟
20211106012541,开,关,开,49°C,50%,0,0分钟
20211106012547,开,关,开,50°C,50%,0,0分钟
20211106012553,开,关,开,49°C,50%,0,0分钟
20211106012559,开,关,开,50°C,50%,0,0分钟
20211106012624,开,关,开,49°C,50%,0,0分钟
20211106012630,开,关,开,50°C,50%,0,0分钟
20211106012648,开,关,开,49°C,50%,0,0分钟
20211106012654,开,关,开,50°C,50%,0,0分钟
20211106012712,开,关,开,49°C,50%,0,0分钟
20211106012718,开,关,开,50°C,50%,0,0分钟
20211106012724,开,关,开,49°C,50%,0,0分钟
20211106012730,开,关,开,50°C,50%,0,0分钟
20211106012736,开,关,开,49°C,50%,0,0分钟
20211106012742,开,关,开,50°C,50%,0,0分钟
20211106031017,开,关,开,49°C,50%,0,0分钟
20211106031118,开,关,开,49°C,50%,0,0分钟
20211106031124,开,关,开,48°C,50%,0,0分钟
20211106031432,开,关,开,49°C,50%,0,0分钟
20211106031438,开,关,开,49°C,50%,0,0分钟
20211106031444,开,关,开,48°C,50%,0,0分钟
20211106031450,开,关,开,49°C,50%,0,0分钟
20211106031502,开,关,开,48°C,50%,0,0分钟
20211106031544,开,关,开,49°C,50%,0,0分钟
20211106031551,开,关,开,48°C,50%,0,0分钟
20211106031621,开,关,开,49°C,50%,0,0分钟
20211106031633,开,关,开,48°C,50%,0,0分钟
20211106031639,开,关,开,49°C,50%,0,0分钟
20211106031651,开,关,开,48°C,50%,0,0分钟
20211106031657,开,关,开,49°C,50%,0,0分钟
20211106031703,开,关,开,48°C,50%,0,0分钟
20211106031739,开,关,开,49°C,50%,0,0分钟
20211106031746,开,关,开,48°C,50%,0,0分钟
20211106031810,开,关,开,49°C,50%,0,0分钟
20211106031816,开,关,开,48°C,50%,0,0分钟
20211106031822,开,关,开,49°C,50%,0,0分钟
20211106031834,开,关,开,48°C,50%,0,0分钟
20211106031840,开,关,开,49°C,50%,0,0分钟
20211106031846,开,关,开,48°C,50%,0,0分钟
20211106031858,开,关,开,49°C,50%,0,0分钟
20211106031904,开,关,开,48°C,50%,0,0分钟
20211106031910,开,关,开,49°C,50%,0,0分钟
20211106031922,开,关,开,48°C,50%,0,0分钟
20211106031959,开,关,开,49°C,50%,0,0分钟
20211106032005,开,关,开,48°C,50%,0,0分钟
20211106032011,开,关,开,49°C,50%,0,0分钟
20211106032017,开,关,开,48°C,50%,0,0分钟
20211106032023,开,关,开,49°C,50%,0,0分钟
20211106032029,开,关,开,48°C,50%,0,0分钟
20211106032035,开,关,开,49°C,50%,0,0分钟
20211106032041,开,关,开,48°C,50%,0,0分钟
20211106032054,开,关,开,49°C,50%,0,0分钟
20211106032105,开,关,开,48°C,50%,0,0分钟
20211106032124,开,关,开,49°C,50%,0,0分钟
20211106032148,开,关,开,48°C,50%,0,0分钟
20211106032154,开,关,开,49°C,50%,0,0分钟
20211106032200,开,关,开,48°C,50%,0,0分钟
20211106032218,开,关,开,49°C,50%,0,0分钟
20211106032224,开,关,开,48°C,50%,0,0分钟
20211106032230,开,关,开,49°C,50%,0,0分钟
20211106032236,开,关,开,48°C,50%,0,0分钟
20211106032255,开,关,开,49°C,50%,0,0分钟
20211106032307,开,关,开,48°C,50%,0,0分钟
20211106032315,开,关,开,49°C,50%,0,0分钟
20211106032319,开,关,开,48°C,50%,0,0分钟
20211106032331,开,关,开,49°C,50%,0,0分钟
20211106032343,开,关,开,48°C,50%,0,0分钟
20211106032349,开,关,开,49°C,50%,0,0分钟
20211106032401,开,关,开,48°C,50%,0,0分钟
20211106032413,开,关,开,49°C,50%,0,0分钟
20211106032437,开,关,开,48°C,50%,0,0分钟
20211106032444,开,关,开,49°C,50%,0,0分钟
20211106032502,开,关,开,48°C,50%,0,0分钟
20211106032520,开,关,开,49°C,50%,0,0分钟
20211106032526,开,关,开,48°C,50%,0,0分钟
20211106032535,开,关,开,49°C,50%,0,0分钟
20211106032538,开,关,开,48°C,50%,0,0分钟
20211106032544,开,关,开,49°C,50%,0,0分钟
20211106032556,开,关,开,48°C,50%,0,0分钟
20211106032602,开,关,开,49°C,50%,0,0分钟
20211106032645,开,关,开,48°C,50%,0,0分钟
20211106032709,开,关,开,49°C,50%,0,0分钟
20211106032745,开,关,开,48°C,50%,0,0分钟
20211106032751,开,关,开,49°C,50%,0,0分钟
20211106032828,开,关,开,48°C,50%,0,0分钟
20211106032834,开,关,开,49°C,50%,0,0分钟
